AnnouncementDate,ChangeDate,DataID,Return,Exposure
2005-03-21 00:00:00,2005-03-24 00:00:00,273.0,243.16116333007812,9943.08023071289
2005-06-28 00:00:00,2005-07-01 00:00:00,274.0,-437.47979164123535,9990.710227966309
2005-06-22 00:00:00,2005-07-01 00:00:00,275.0,85.21063995361328,10069.55997467041
2005-07-12 00:00:00,2005-07-21 00:00:00,276.0,-176.3001251220703,10026.139724731445
2005-08-04 00:00:00,2005-08-10 00:00:00,277.0,-473.58019065856934,9999.449752807617
2005-07-26 00:00:00,2005-08-11 00:00:00,278.0,-389.78011322021484,10003.5
2005-08-04 00:00:00,2005-08-12 00:00:00,279.0,359.1104278564453,9999.449752807617
2005-08-15 00:00:00,2005-08-18 00:00:00,280.0,290.9696731567383,9998.640197753906
2005-08-29 00:00:00,2005-08-29 00:00:00,281.0,-22.550125122070312,10063.75
2005-09-26 00:00:00,2005-09-30 00:00:00,283.0,-640.9605560302734,10086.159721374512
2005-09-30 00:00:00,2005-10-03 00:00:00,284.0,13.060295104980469,9959.759925842285
2005-10-07 00:00:00,2005-10-10 00:00:00,285.0,125.86000061035156,10053.120025634766
2005-11-15 00:00:00,2005-11-18 00:00:00,286.0,692.1902389526367,9992.970222473145
2005-11-29 00:00:00,2005-12-01 00:00:00,287.0,-59.50029373168945,10092.80029296875
2005-12-06 00:00:00,2005-12-19 00:00:00,288.0,22.620304107666016,10016.41007232666
2005-12-27 00:00:00,2005-12-30 00:00:00,289.0,-54.79951477050781,10058.400268554688
2005-12-27 00:00:00,2005-12-30 00:00:00,290.0,323.2800598144531,10058.400268554688
2006-01-03 00:00:00,2006-01-04 00:00:00,292.0,-175.26019287109375,10021.940048217773
2006-01-25 00:00:00,2006-01-31 00:00:00,293.0,357.67970275878906,10055.119903564453
2006-01-25 00:00:00,2006-01-31 00:00:00,294.0,641.1795959472656,10055.119903564453
2006-02-21 00:00:00,2006-02-24 00:00:00,295.0,49.7406005859375,10044.060333251953
2006-02-27 00:00:00,2006-03-02 00:00:00,296.0,607.2698421478271,10077.59976196289
2006-03-23 00:00:00,2006-03-31 00:00:00,297.0,590.1201171875,10009.230422973633
2006-03-28 00:00:00,2006-03-31 00:00:00,298.0,-179.34001922607422,9964.570281982422
2006-03-28 00:00:00,2006-03-31 00:00:00,299.0,14.169803619384766,10093.980285644531
2006-04-12 00:00:00,2006-04-19 00:00:00,301.0,-13.950096130371094,10030.019714355469
2006-04-11 00:00:00,2006-04-21 00:00:00,302.0,-172.19924926757812,9915.290328979492
2006-05-10 00:00:00,2006-05-17 00:00:00,303.0,478.77996826171875,10070.759582519531
2006-05-25 00:00:00,2006-06-01 00:00:00,304.0,893.8500270843506,10112.0
2006-05-31 00:00:00,2006-06-05 00:00:00,305.0,-235.29972076416016,10063.01978302002
2006-06-22 00:00:00,2006-06-27 00:00:00,306.0,1064.0093994140625,10070.73014831543
2006-07-11 00:00:00,2006-07-17 00:00:00,307.0,10.679895401000977,10049.58992767334
2006-07-24 00:00:00,2006-07-31 00:00:00,309.0,205.75086212158203,10078.400268554688
2006-08-03 00:00:00,2006-08-10 00:00:00,310.0,-21.560394287109375,9808.559814453125
2006-09-25 00:00:00,2006-09-29 00:00:00,311.0,474.4289360046387,10070.0
2006-09-27 00:00:00,2006-09-29 00:00:00,312.0,24.90007781982422,10030.500411987305
2006-10-30 00:00:00,2006-11-03 00:00:00,313.0,25.741607666015625,10079.110534667969
2006-11-02 00:00:00,2006-11-09 00:00:00,314.0,-267.0296936035156,10020.710311889648
2006-11-06 00:00:00,2006-11-09 00:00:00,315.0,758.4800777435303,10088.59977722168
2006-11-15 00:00:00,2006-11-16 00:00:00,316.0,-40.32025146484375,10111.68017578125
2006-11-15 00:00:00,2006-11-17 00:00:00,317.0,-173.32969665527344,9971.240173339844
2006-11-21 00:00:00,2006-11-30 00:00:00,318.0,369.8397216796875,10134.0
2006-11-21 00:00:00,2006-11-30 00:00:00,319.0,309.12034606933594,10134.0
2006-11-21 00:00:00,2006-12-01 00:00:00,320.0,-202.6098575592041,9993.25
2006-12-15 00:00:00,2006-12-19 00:00:00,321.0,757.5291709899902,9977.799530029297
2006-12-20 00:00:00,2006-12-29 00:00:00,322.0,-85.19964790344238,10101.170303344727
2007-01-02 00:00:00,2007-01-03 00:00:00,323.0,-346.1895980834961,9957.5
2007-01-03 00:00:00,2007-01-09 00:00:00,324.0,-230.8905029296875,10027.329696655273
2007-01-31 00:00:00,2007-01-31 00:00:00,325.0,-314.0402069091797,9946.349578857422
2007-02-07 00:00:00,2007-02-09 00:00:00,326.0,45.65946578979492,9989.819915771484
2007-02-05 00:00:00,2007-02-14 00:00:00,327.0,-115.56023025512695,10002.930084228516
2007-02-07 00:00:00,2007-02-21 00:00:00,328.0,374.01990509033203,9989.819915771484
2007-02-26 00:00:00,2007-03-01 00:00:00,329.0,-149.49913024902344,10071.600341796875
2007-03-12 00:00:00,2007-03-19 00:00:00,330.0,9.71923828125,10092.95947265625
2007-03-16 00:00:00,2007-03-22 00:00:00,331.0,-325.919677734375,10026.719604492188
2007-03-27 00:00:00,2007-03-28 00:00:00,332.0,-82.09024047851562,9949.79995727539
2007-03-22 00:00:00,2007-03-30 00:00:00,333.0,-25.839752197265625,10029.599914550781
2007-04-02 00:00:00,2007-04-09 00:00:00,334.0,-120.79981231689453,10007.900085449219
2007-05-22 00:00:00,2007-05-30 00:00:00,335.0,0.7199249267578125,10094.699798583984
2007-05-31 00:00:00,2007-05-31 00:00:00,336.0,-81.68035888671875,10002.200317382812
2007-06-21 00:00:00,2007-06-29 00:00:00,337.0,-879.0592346191406,10000.320281982422
2007-06-25 00:00:00,2007-06-29 00:00:00,338.0,194.06129455566406,10064.070449829102
2007-06-25 00:00:00,2007-06-29 00:00:00,339.0,-98.88920211791992,10064.070449829102
2007-06-21 00:00:00,2007-06-29 00:00:00,340.0,-31.10940933227539,10000.320281982422
