,Date,EPS,Cons.,Cons..1,Surprise,Revs,Ticker,Market Cap,Sector,BeforeOpen,NormDate
5,2013-07-30,0.33,$0.29,$135.54M,0.04,$140.6M,GDOT,"293,992.55",Financials,False,2013-07-31
6,2013-04-30,0.42,$0.37,$143.41M,0.05,$154.1M,GDOT,"293,992.55",Financials,False,2013-05-01
7,2013-01-31,0.31,$0.36,$142.62M,-0.05,$138.6M,GDOT,"293,992.55",Financials,False,2013-02-01
8,2012-11-01,0.24,$0.25,$126.98M,-0.01,$134.3M,GDOT,"293,992.55",Financials,False,2012-11-02
9,2012-07-26,0.35,$0.38,$141.69M,-0.03,$136.7M,GDOT,"293,992.55",Financials,False,2012-07-27
10,2012-04-26,0.48,$0.46,$142M,0.02,$145.5M,GDOT,"293,992.55",Financials,False,2012-04-27
11,2012-01-26,0.4,$0.40,$127.34M,0.0,$123.2M,GDOT,"293,992.55",Financials,False,2012-01-27
12,2011-10-27,0.39,$0.38,$120.98M,0.01,$115.4M,GDOT,"293,992.55",Financials,False,2011-10-28
13,2011-07-28,0.37,$0.38,$121.05M,-0.01,$115M,GDOT,"293,992.55",Financials,False,2011-07-29
14,2011-04-28,0.39,$0.40,$119.42M,-0.01,$123.2M,GDOT,"293,992.55",Financials,False,2011-04-29
15,2011-02-10,0.29,$0.28,$96.74M,0.01,$97.5M,GDOT,"293,992.55",Financials,False,2011-02-11
3,2013-12-19,0.5,$0.48,$536.14M,0.02,$540.7M,AIR,"292,833.32",Industrials,False,2013-12-20
4,2013-09-24,0.45,$0.45,$542.11M,0.0,$514.5M,AIR,"292,833.32",Industrials,False,2013-09-25
5,2013-07-25,0.5,$0.45,$543.28M,0.05,$553.8M,AIR,"292,833.32",Industrials,False,2013-07-26
6,2013-03-19,0.46,$0.43,$517.02M,0.03,$520.2M,AIR,"292,833.32",Industrials,False,2013-03-20
7,2012-12-18,0.44,$0.41,$544.54M,0.03,$512.8M,AIR,"292,833.32",Industrials,False,2012-12-19
8,2012-09-19,0.45,$0.36,$527.46M,0.09,$55.5M,AIR,"292,833.32",Industrials,False,2012-09-20
9,2012-07-17,0.45,$0.46,$562.3M,-0.01,$563.3M,AIR,"292,833.32",Industrials,False,2012-07-18
10,2012-03-20,0.5,$0.49,$507.45M,0.01,$534.2M,AIR,"292,833.32",Industrials,False,2012-03-21
11,2011-12-15,0.45,$0.46,$471.89M,-0.01,$475.9M,AIR,"292,833.32",Industrials,False,2011-12-16
12,2011-09-15,0.41,$0.46,$456.36M,-0.05,$479.3M,AIR,"292,833.32",Industrials,False,2011-09-16
13,2011-07-06,0.55,$0.46,$459.11M,0.09,$479.8M,AIR,"292,833.32",Industrials,False,2011-07-07
14,2011-03-15,0.45,$0.42,$447.38M,0.03,$451M,AIR,"292,833.32",Industrials,False,2011-03-16
4,2013-10-31,0.27,$0.27,$161M,0.0,$170.1M,AYR,"292,340.88",Industrials,True,2013-10-31
5,2013-08-06,0.48,$0.35,$168.51M,0.13,$170.4M,AYR,"292,340.88",Industrials,True,2013-08-06
6,2013-05-02,0.34,$0.27,$166.67M,0.07,$160.5M,AYR,"292,340.88",Industrials,True,2013-05-02
8,2013-02-21,0.52,$0.39,$167.13M,0.13,$176.6M,AYR,"292,340.88",Industrials,True,2013-02-21
9,2012-11-06,0.47,$0.31,$158.58M,0.16,$172.9M,AYR,"292,340.88",Industrials,True,2012-11-06
10,2012-08-02,0.36,$0.27,$161.76M,0.09,$172.18M,AYR,"292,340.88",Industrials,True,2012-08-02
11,2012-05-03,0.45,$0.30,$156.89M,0.15,$164.9M,AYR,"292,340.88",Industrials,True,2012-05-03
12,2012-02-29,0.43,$0.26,$150.88M,0.17,$156.9M,AYR,"292,340.88",Industrials,True,2012-02-29
13,2011-11-08,0.21,$0.25,$143.59M,-0.04,$141.5M,AYR,"292,340.88",Industrials,True,2011-11-08
14,2011-08-04,0.27,$0.21,$142M,0.06,$148.8M,AYR,"292,340.88",Industrials,True,2011-08-04
15,2011-05-04,0.41,$0.40,$155.86M,0.01,$157.9M,AYR,"292,340.88",Industrials,True,2011-05-04
16,2011-03-10,0.25,$0.23,$138.52M,0.02,$139.3M,AYR,"292,340.88",Industrials,True,2011-03-10
4,2013-10-23,0.29,$0.48,$487.7M,-0.19,$487.8M,CLW,"292,174.70",Materials,False,2013-10-24
5,2013-07-24,0.51,$0.67,$476.57M,-0.16,$471M,CLW,"292,174.70",Materials,False,2013-07-25
6,2013-04-24,0.42,$0.65,$465.76M,-0.23,$460.8M,CLW,"292,174.70",Materials,False,2013-04-25
7,2013-02-20,0.84,$0.75,$458.71M,0.09,$462.7M,CLW,"292,174.70",Materials,False,2013-02-21
8,2012-10-24,0.8,$0.90,$467.61M,-0.1,$480.2M,CLW,"292,174.70",Materials,False,2012-10-25
9,2012-07-25,0.91,$0.85,$467.61M,0.06,$473.6M,CLW,"292,174.70",Materials,False,2012-07-26
10,2012-04-25,0.32,$0.43,$461.76M,-0.11,$457.8M,CLW,"292,174.70",Materials,False,2012-04-26
11,2012-02-22,0.55,$0.54,$483.52M,0.01,$466.4M,CLW,"292,174.70",Materials,False,2012-02-23
12,2011-10-27,0.37,$0.72,$508.77M,-0.35,$501.13M,CLW,"292,174.70",Materials,False,2011-10-28
13,2011-07-28,1.17,$1.62,$480.08M,-0.45,$494.63M,CLW,"292,174.70",Materials,False,2011-07-29
14,2011-05-05,0.63,$0.75,$470.74M,-0.12,$465.83M,CLW,"292,174.70",Materials,False,2011-05-06
15,2011-03-03,1.79,$1.19,$347.01M,0.6,$345.56M,CLW,"292,174.70",Materials,False,2011-03-04
3,2013-10-23,-0.01,-$0.12,$20.37M,0.11,$21.6M,AMAG,"291,312.00",Health Care,True,2013-10-23
4,2013-08-01,-0.09,-$0.17,$18.51M,0.08,$19.6M,AMAG,"291,312.00",Health Care,True,2013-08-01
5,2013-03-01,-0.17,-$0.07,$22.54M,-0.1,$21.14M,AMAG,"291,312.00",Health Care,True,2013-03-01
6,2012-11-01,-0.19,-$0.26,$20.43M,0.07,$17.7M,AMAG,"291,312.00",Health Care,True,2012-11-01
7,2012-07-26,0.15,-$0.31,$21.29M,0.46,$31M,AMAG,"291,312.00",Health Care,True,2012-07-26
8,2012-03-05,-0.87,-$1.12,$14.72M,0.25,$14.9M,AMAG,"291,312.00",Health Care,True,2012-03-05
9,2011-11-04,-0.78,-$1.00,$16.22M,0.22,$17.6M,AMAG,"291,312.00",Health Care,True,2011-11-04
10,2011-07-26,-0.92,-$1.06,$14.8M,0.14,$15.4M,AMAG,"291,312.00",Health Care,True,2011-07-26
11,2011-05-03,-1.05,-$1.02,$15.25M,-0.03,$13.4M,AMAG,"291,312.00",Health Care,True,2011-05-03
12,2011-02-25,-0.94,-$1.04,$16.76M,0.1,$17.2M,AMAG,"291,312.00",Health Care,True,2011-02-25
3,2013-10-28,0.55,$0.55,$11.24M,0.0,$11.6M,ADC,"290,888.52",Real Estate,False,2013-10-29
5,2013-04-29,0.49,$0.50,$10.05M,-0.01,$10.25M,ADC,"290,888.52",Real Estate,False,2013-04-30
6,2013-02-27,0.52,$0.51,$9.27M,0.01,$9.58M,ADC,"290,888.52",Real Estate,False,2013-02-28
7,2012-10-29,0.54,$0.50,$9.46M,0.04,$9.27M,ADC,"290,888.52",Real Estate,False,2012-10-30
9,2012-04-26,0.5,$0.50,$9.29M,0.0,$9.19M,ADC,"290,888.52",Real Estate,False,2012-04-27
10,2012-02-29,0.48,$0.49,$9.05M,-0.01,$8.66M,ADC,"290,888.52",Real Estate,False,2012-03-01
11,2011-10-27,0.55,$0.50,$9.05M,0.05,$15.15M,ADC,"290,888.52",Real Estate,False,2011-10-28
12,2011-07-28,0.54,$0.55,$9.05M,-0.01,$9.61M,ADC,"290,888.52",Real Estate,False,2011-07-29
13,2011-04-28,0.63,$0.62,$9.5M,0.01,$10.25M,ADC,"290,888.52",Real Estate,False,2011-04-29
14,2011-03-01,0.63,$0.62,$9.54M,0.01,$9.57M,ADC,"290,888.52",Real Estate,False,2011-03-02
4,2013-11-07,1.02,$1.04,$183.39M,-0.02,$183.57M,SXI,"289,800.00",Industrials,True,2013-11-07
5,2013-08-27,1.02,$1.08,$169.8M,-0.06,$183.3M,SXI,"289,800.00",Industrials,True,2013-08-27
6,2013-04-30,0.76,$0.73,$150.7M,0.03,$166M,SXI,"289,800.00",Industrials,True,2013-04-30
7,2013-02-01,0.92,$0.85,$154.9M,0.07,$168.6M,SXI,"289,800.00",Industrials,True,2013-02-01
8,2012-11-01,1.02,$0.88,$176.86M,0.14,$183.4M,SXI,"289,800.00",Industrials,True,2012-11-01
9,2012-08-28,1.02,$0.91,$165M,0.11,$169.8M,SXI,"289,800.00",Industrials,True,2012-08-28
11,2011-10-27,0.94,$0.89,$173.13M,0.05,$174.7M,SXI,"289,800.00",Industrials,True,2011-10-27
12,2012-05-01,0.63,$0.55,$160.4M,0.08,$150.7M,SXI,"289,800.00",Industrials,True,2012-05-01
13,2011-09-07,0.86,$0.75,$170.6M,0.11,$174.6M,SXI,"289,800.00",Industrials,True,2011-09-07
15,2011-01-28,0.71,$0.57,$146.34M,0.14,$155.5M,SXI,"289,800.00",Industrials,True,2011-01-28
4,2013-10-24,1.22,$1.18,$753.84M,0.04,$691M,DO,"289,293.88",Energy,True,2013-10-24
5,2013-07-25,1.33,$1.24,$767.42B,0.09,$758B,DO,"289,293.88",Energy,True,2013-07-25
6,2013-04-25,1.27,$1.16,$712.66M,0.11,$730M,DO,"289,293.88",Energy,True,2013-04-25
7,2013-02-05,1.12,$1.10,$740M,0.02,$751M,DO,"289,293.88",Energy,True,2013-02-05
8,2012-10-18,1.28,$1.01,$734.42M,0.27,$729M,DO,"289,293.88",Energy,True,2012-10-18
9,2012-07-19,1.09,$0.90,$734.95M,0.19,$738.2M,DO,"289,293.88",Energy,True,2012-07-19
10,2012-04-19,1.33,$1.00,$756.78M,0.33,$768.64M,DO,"289,293.88",Energy,True,2012-04-19
11,2012-02-02,1.36,$0.99,$738.71M,0.37,$748M,DO,"289,293.88",Energy,True,2012-02-02
12,2011-10-20,1.85,$1.47,$820.78M,0.38,$878.2M,DO,"289,293.88",Energy,True,2011-10-20
13,2011-07-21,1.92,$1.89,$871.75M,0.03,$889.5M,DO,"289,293.88",Energy,True,2011-07-21
14,2011-04-21,2.09,$1.43,$797.41M,0.66,$806.4M,DO,"289,293.88",Energy,True,2011-04-21
15,2011-02-07,1.74,$1.47,$844.21M,0.27,$840.9M,DO,"289,293.88",Energy,True,2011-02-07
3,2013-11-12,0.05,$0.00,$27.8M,0.05,$29.1M,CVT,"288,700.83",Information Technology,False,2013-11-13
4,2013-09-16,0.04,$0.05,$26.8M,-0.01,$26.9M,CVT,"288,700.83",Information Technology,False,2013-09-17
4,2013-10-21,0.43,$0.45,$1.27B,-0.02,$1.25B,GCI,"288,173.38",Consumer Discretionary,True,2013-10-21
5,2013-07-22,0.58,$0.58,$1.33B,0.0,$1.3B,GCI,"288,173.38",Consumer Discretionary,True,2013-07-22
6,2013-04-23,0.37,$0.36,$1.24B,0.01,$1.24B,GCI,"288,173.38",Consumer Discretionary,True,2013-04-23
7,2013-02-04,0.89,$0.88,$1.49B,0.01,$1.52B,GCI,"288,173.38",Consumer Discretionary,True,2013-02-04
8,2012-10-15,0.56,$0.53,$1.29B,0.03,$1.31B,GCI,"288,173.38",Consumer Discretionary,True,2012-10-15
9,2012-07-16,0.56,$0.53,$1.32B,0.03,$1.31B,GCI,"288,173.38",Consumer Discretionary,True,2012-07-16
10,2012-04-16,0.34,$0.31,$1.24B,0.03,$1.22B,GCI,"288,173.38",Consumer Discretionary,True,2012-04-16
11,2012-01-30,0.72,$0.69,$1.39B,0.03,$1.39B,GCI,"288,173.38",Consumer Discretionary,True,2012-01-30
12,2011-10-17,0.44,$0.44,$1.27B,0.0,$1.27B,GCI,"288,173.38",Consumer Discretionary,True,2011-10-17
13,2011-07-18,0.58,$0.57,$1.33B,0.01,$1.33B,GCI,"288,173.38",Consumer Discretionary,True,2011-07-18
14,2011-04-18,0.41,$0.41,$1.26B,0.0,$1.25B,GCI,"288,173.38",Consumer Discretionary,True,2011-04-18
15,2011-01-31,0.83,$0.80,$1.47B,0.03,$1.46B,GCI,"288,173.38",Consumer Discretionary,True,2011-01-31
8,2012-04-24,0.45,$0.45,$36.61M,0.0,$40.9M,BHLB,"286,448.40",Financials,False,2012-04-25
4,2013-11-07,0.63,$0.77,$341M,-0.14,$335M,IPCC,"285,558.30",Financials,True,2013-11-07
5,2013-08-08,0.59,$0.70,$327M,-0.11,$322.7M,IPCC,"285,558.30",Financials,True,2013-08-08
6,2013-05-09,0.53,$0.57,$328.46M,-0.04,$330.8M,IPCC,"285,558.30",Financials,True,2013-05-09
7,2013-02-26,-0.31,-$0.15,$318.79M,-0.16,$342.5M,IPCC,"285,558.30",Financials,True,2013-02-26
8,2012-11-08,0.43,$0.63,$304.81M,-0.2,$313.7M,IPCC,"285,558.30",Financials,True,2012-11-08
10,2012-05-03,0.36,$0.61,$284.28M,-0.25,$287.4M,IPCC,"285,558.30",Financials,True,2012-05-03
11,2012-02-28,0.96,$0.64,$266.76M,0.32,$290M,IPCC,"285,558.30",Financials,True,2012-02-28
12,2011-11-03,0.5,$0.59,$264.19M,-0.09,$266.1M,IPCC,"285,558.30",Financials,True,2011-11-03
13,2011-08-04,0.61,$0.88,$258.35M,-0.27,$264.2M,IPCC,"285,558.30",Financials,True,2011-08-04
15,2011-02-10,2.0,$1.28,$246.14M,0.72,$249.4M,IPCC,"285,558.30",Financials,True,2011-02-10
3,2013-12-02,0.36,$0.32,$1.18B,0.04,$1.2B,ASNA,"284,482.44",Consumer Discretionary,False,2013-12-03
4,2013-09-24,0.34,$0.21,$1.17B,0.13,$1.2B,ASNA,"284,482.44",Consumer Discretionary,False,2013-09-25
5,2013-03-04,0.26,$0.23,$1.23B,0.03,$1.24B,ASNA,"284,482.44",Consumer Discretionary,False,2013-03-05
6,2013-06-05,0.26,$0.30,$1.17B,-0.04,$1.14B,ASNA,"284,482.44",Consumer Discretionary,False,2013-06-06
7,2012-12-05,0.39,$0.35,$1.14B,0.04,$1.14B,ASNA,"284,482.44",Consumer Discretionary,False,2012-12-06
8,2012-09-19,0.31,$0.28,$779.66M,0.03,$939.7M,ASNA,"284,482.44",Consumer Discretionary,False,2012-09-20
9,2012-05-31,0.34,$0.36,$786.7M,-0.02,$783.3M,ASNA,"284,482.44",Consumer Discretionary,False,2012-06-01
10,2012-03-01,0.81,$0.67,$829.9M,0.14,$862M,ASNA,"284,482.44",Consumer Discretionary,False,2012-03-02
11,2011-12-01,0.65,$0.64,$762.6M,0.01,$768.3M,ASNA,"284,482.44",Consumer Discretionary,False,2011-12-02
12,2011-09-14,0.48,$0.49,$713.44M,-0.01,$725.8M,ASNA,"284,482.44",Consumer Discretionary,False,2011-09-15
13,2011-05-25,0.66,$0.65,$709.6M,0.01,$722.8M,ASNA,"284,482.44",Consumer Discretionary,False,2011-05-26
14,2011-03-02,0.57,$0.52,$682.91M,0.05,$752.2M,ASNA,"284,482.44",Consumer Discretionary,False,2011-03-03
5,2013-10-31,0.25,$0.21,$154.6M,0.04,$171.2M,THRM,"284,523.35",Consumer Discretionary,True,2013-10-31
6,2013-08-01,0.23,$0.23,$149.93M,0.0,$160.5M,THRM,"284,523.35",Consumer Discretionary,True,2013-08-01
7,2013-05-07,0.22,$0.16,$138.19M,0.06,$148.1M,THRM,"284,523.35",Consumer Discretionary,True,2013-05-07
8,2013-03-06,0.17,$0.17,$144.43M,0.0,$148.24M,THRM,"284,523.35",Consumer Discretionary,True,2013-03-06
4,2013-10-31,0.93,$0.80,$216.09M,0.13,$214.73M,CIR,"283,294.80",Industrials,True,2013-10-31
5,2013-08-01,0.81,$0.68,$218.42M,0.13,$223.6M,CIR,"283,294.80",Industrials,True,2013-08-01
6,2013-05-02,0.52,$0.51,$204.22M,0.01,$205.4M,CIR,"283,294.80",Industrials,True,2013-05-02
7,2013-02-28,0.69,$0.55,$206.52M,0.14,$201.6M,CIR,"283,294.80",Industrials,True,2013-02-28
8,2012-11-01,0.76,$0.57,$208.64M,0.19,$209.8M,CIR,"283,294.80",Industrials,True,2012-11-01
9,2012-08-02,0.64,$0.50,$218.08M,0.14,$219.9M,CIR,"283,294.80",Industrials,True,2012-08-02
10,2012-05-03,0.49,$0.42,$203.78M,0.07,$214.3M,CIR,"283,294.80",Industrials,True,2012-05-03
11,2012-02-23,0.59,$0.59,$216.93M,0.0,$217.1M,CIR,"283,294.80",Industrials,True,2012-02-23
12,2011-11-03,0.62,$0.52,$208.34M,0.1,$210M,CIR,"283,294.80",Industrials,True,2011-11-03
13,2011-08-04,0.43,$0.50,$205.76M,-0.07,$191.9M,CIR,"283,294.80",Industrials,True,2011-08-04
14,2011-05-05,0.49,$0.48,$196.57M,0.01,$203.4M,CIR,"283,294.80",Industrials,True,2011-05-05
15,2011-02-23,0.53,$0.61,$196.01M,-0.08,$194.1M,CIR,"283,294.80",Industrials,True,2011-02-23
4,2013-11-07,-0.33,-$0.34,$136.45M,0.01,$138.9M,OCLR,"282,844.64",Information Technology,False,2013-11-08
6,2013-09-16,-0.33,-$0.36,$137.5M,0.03,$136.1M,OCLR,"282,844.64",Information Technology,False,2013-09-17
7,2013-05-07,-0.37,-$0.31,$148.14M,-0.06,$141.6M,OCLR,"282,844.64",Information Technology,False,2013-05-08
8,2013-01-31,-0.28,-$0.25,$154.28M,-0.03,$159.47M,OCLR,"282,844.64",Information Technology,False,2013-02-01
10,2012-11-05,-0.39,-$0.29,$149.1M,-0.1,$148.8M,OCLR,"282,844.64",Information Technology,False,2012-11-06
11,2012-04-26,-0.34,-$0.29,$94.94M,-0.05,$88.7M,OCLR,"282,844.64",Information Technology,False,2012-04-27
12,2012-01-26,-0.35,-$0.37,$83.62M,0.02,$86.5M,OCLR,"282,844.64",Information Technology,False,2012-01-27
13,2011-11-09,-0.21,-$0.23,$107.11M,0.02,$105.8M,OCLR,"282,844.64",Information Technology,False,2011-11-10
14,2011-07-28,-0.21,-$0.14,$111.02M,-0.07,$109.2M,OCLR,"282,844.64",Information Technology,False,2011-07-29
15,2011-04-28,-0.08,$0.06,$116.49M,-0.14,$116.6M,OCLR,"282,844.64",Information Technology,False,2011-04-29
16,2011-01-27,0.12,$0.11,$121.07M,0.01,$102.3M,OCLR,"282,844.64",Information Technology,False,2011-01-28
17,2011-04-28,0.08,$0.06,$116.5M,0.02,$116.6M,OCLR,"282,844.64",Information Technology,False,2011-04-29
4,2013-10-31,0.31,$0.28,$94.96M,0.03,$94M,OMCL,"282,955.40",Health Care,False,2013-11-01
5,2013-08-01,0.27,$0.25,$92.42M,0.02,$93.7M,OMCL,"282,955.40",Health Care,False,2013-08-02
6,2013-05-02,0.21,$0.19,$87.2M,0.02,$87.1M,OMCL,"282,955.40",Health Care,False,2013-05-03
7,2013-01-31,0.25,$0.25,$87.31M,0.0,$90.2M,OMCL,"282,955.40",Health Care,False,2013-02-01
8,2012-10-25,0.29,$0.22,$85.7M,0.07,$84.3M,OMCL,"282,955.40",Health Care,False,2012-10-26
9,2012-08-31,0.04,$0.06,$73.98M,-0.02,$75.4M,OMCL,"282,955.40",Health Care,False,2012-09-04
10,2012-01-26,0.19,$0.16,$63.15M,0.03,$62.9M,OMCL,"282,955.40",Health Care,False,2012-01-27
11,2011-10-27,0.16,$0.15,$62.5M,0.01,$64.4M,OMCL,"282,955.40",Health Care,False,2011-10-28
12,2011-07-28,0.15,$0.13,$59.88M,0.02,$61M,OMCL,"282,955.40",Health Care,False,2011-07-29
13,2011-05-02,0.11,$0.10,$57.72M,0.01,$57.2M,OMCL,"282,955.40",Health Care,False,2011-05-03
14,2011-01-27,0.11,$0.12,$57.11M,-0.01,$57.3M,OMCL,"282,955.40",Health Care,False,2011-01-28
3,2013-12-09,0.06,$0.87,$131.35M,-0.81,$110.1M,ALOG,"282,128.55",Health Care,False,2013-12-10
4,2013-09-12,1.53,$1.01,$164.2M,0.52,$166.2M,ALOG,"282,128.55",Health Care,False,2013-09-13
5,2013-06-04,0.76,$0.66,$135.98M,0.1,$125.8M,ALOG,"282,128.55",Health Care,False,2013-06-05
6,2013-03-11,1.05,$0.72,$137.35M,0.33,$138.6M,ALOG,"282,128.55",Health Care,False,2013-03-12
7,2012-12-06,0.53,$0.67,$128.73M,-0.14,$119.9M,ALOG,"282,128.55",Health Care,False,2012-12-07
8,2012-09-13,1.32,$0.71,$140.8M,0.61,$151M,ALOG,"282,128.55",Health Care,False,2012-09-14
9,2012-06-06,0.76,$0.62,$127.97M,0.14,$121.3M,ALOG,"282,128.55",Health Care,False,2012-06-07
10,2012-03-06,1.02,$0.57,$127.45M,0.45,$126.4M,ALOG,"282,128.55",Health Care,False,2012-03-07
11,2011-12-08,0.53,$0.43,$113.41M,0.1,$117.9M,ALOG,"282,128.55",Health Care,False,2011-12-09
12,2011-09-20,0.45,$0.40,$120.05M,0.05,$135.3M,ALOG,"282,128.55",Health Care,False,2011-09-21
13,2011-06-07,0.54,$0.44,$113.84M,0.1,$117.2M,ALOG,"282,128.55",Health Care,False,2011-06-08
14,2011-03-10,0.53,$0.45,$109.55M,0.08,$117.3M,ALOG,"282,128.55",Health Care,False,2011-03-11
0,2013-09-05,0.48,$0.39,$189.17M,0.09,$194.3M,CVGW,"282,366.60",Consumer Staples,True,2013-09-05
1,2013-03-05,0.24,$0.26,$126.68M,-0.02,$139.5M,CVGW,"282,366.60",Consumer Staples,True,2013-03-05
3,2013-01-03,0.42,$0.42,$157.38M,0.0,$141.55M,CVGW,"282,366.60",Consumer Staples,True,2013-01-03
4,2012-09-05,0.38,$0.53,$172.12M,-0.15,$153.18M,CVGW,"282,366.60",Consumer Staples,True,2012-09-05
5,2012-06-04,0.3,$0.45,$164.14M,-0.15,$139M,CVGW,"282,366.60",Consumer Staples,True,2012-06-04
6,2012-01-05,0.25,$0.23,$132.06M,0.02,$147.3M,CVGW,"282,366.60",Consumer Staples,True,2012-01-05
7,2011-09-07,0.18,$0.20,$148.8M,-0.02,$165.1M,CVGW,"282,366.60",Consumer Staples,True,2011-09-07
8,2011-06-06,0.16,$0.30,$118.27M,-0.14,$118.7M,CVGW,"282,366.60",Consumer Staples,True,2011-06-06
9,2011-03-02,0.16,$0.26,$78.01M,-0.1,$91.3M,CVGW,"282,366.60",Consumer Staples,True,2011-03-02
10,2011-01-03,0.32,$0.27,$98.41M,0.05,$107.2M,CVGW,"282,366.60",Consumer Staples,True,2011-01-03
1,2013-05-08,-0.06,-$0.06,$1.32M,0.0,$1.5M,TXMD,"282,598.98",Health Care,False,2013-05-09
3,2013-11-07,0.37,$0.21,$79.13M,0.16,$89.1M,EBS,"282,097.60",Health Care,False,2013-11-08
4,2013-08-05,0.29,$0.21,$75.73M,0.08,$82.4M,EBS,"282,097.60",Health Care,False,2013-08-06
5,2013-05-02,-0.2,-$0.14,$46.17M,-0.06,$43.1M,EBS,"282,097.60",Health Care,False,2013-05-03
6,2013-03-07,0.44,$0.45,$95.09M,-0.01,$94.6M,EBS,"282,097.60",Health Care,False,2013-03-08
7,2012-11-01,0.18,$0.22,$73.53M,-0.04,$66.6M,EBS,"282,097.60",Health Care,False,2012-11-02
8,2012-08-02,0.21,$0.23,$76.2M,-0.02,$70.4M,EBS,"282,097.60",Health Care,False,2012-08-03
9,2012-05-03,-0.02,-$0.15,$47.32M,0.13,$50.3M,EBS,"282,097.60",Health Care,False,2012-05-04
10,2012-03-08,0.78,$0.72,$109.32M,0.06,$107.95M,EBS,"282,097.60",Health Care,False,2012-03-09
11,2011-11-03,0.04,$0.10,$63.59M,-0.06,$58.8M,EBS,"282,097.60",Health Care,False,2011-11-04
12,2011-08-04,0.4,$0.34,$84.2M,0.06,$88.1M,EBS,"282,097.60",Health Care,False,2011-08-05
13,2011-05-05,-0.64,-$0.52,$25.1M,-0.12,$18.5M,EBS,"282,097.60",Health Care,False,2011-05-06
14,2011-03-10,0.78,$0.67,$102.03M,0.11,$103.2M,EBS,"282,097.60",Health Care,False,2011-03-11
3,2013-10-25,0.11,$0.09,$39.24M,0.02,$39.6M,WETF,"282,028.65",Financials,True,2013-10-25
4,2013-07-26,0.09,$0.09,$37.27M,0.0,$37.33M,WETF,"282,028.65",Financials,True,2013-07-26
5,2013-04-26,0.06,$0.06,$28.91M,0.0,$29.34M,WETF,"282,028.65",Financials,True,2013-04-26
6,2013-02-01,0.04,$0.04,$23.45M,0.0,$23.6M,WETF,"282,028.65",Financials,True,2013-02-01
7,2012-10-26,0.03,$0.02,$21.25M,0.01,$21.7M,WETF,"282,028.65",Financials,True,2012-10-26
8,2012-07-27,0.02,$0.02,$21.24M,0.0,$20.4M,WETF,"282,028.65",Financials,True,2012-07-27
9,2012-04-27,0.01,$0.01,$19.34M,0.0,$19.2M,WETF,"282,028.65",Financials,True,2012-04-27
10,2012-01-30,0.01,$0.01,$18.98M,0.0,$16.2M,WETF,"282,028.65",Financials,True,2012-01-30
11,2011-10-27,0.01,$0.01,$17.93M,0.0,$17.73M,WETF,"282,028.65",Financials,True,2011-10-27
4,2013-10-31,-0.17,$0.16,$66.06M,-0.33,$67.2M,EPAY,"280,786.05",Information Technology,False,2013-11-01
5,2013-08-20,0.32,$0.29,$65.04M,0.03,$65M,EPAY,"280,786.05",Information Technology,False,2013-08-21
6,2013-02-04,0.33,$0.23,$62.92M,0.1,$63.6M,EPAY,"280,786.05",Information Technology,False,2013-02-05
7,2013-05-02,0.32,$0.25,$63.86M,0.07,$64.4M,EPAY,"280,786.05",Information Technology,False,2013-05-03
8,2012-08-09,0.26,$0.22,$59.75M,0.04,$61.4M,EPAY,"280,786.05",Information Technology,False,2012-08-10
9,2012-05-07,0.21,$0.21,$56M,0.0,$55.3M,EPAY,"280,786.05",Information Technology,False,2012-05-08
10,2012-01-31,0.27,$0.26,$54.01M,0.01,$55.1M,EPAY,"280,786.05",Information Technology,False,2012-02-01
11,2012-11-07,0.3,$0.22,$60.04M,0.08,$61.77M,EPAY,"280,786.05",Information Technology,False,2012-11-08
12,2011-10-27,0.26,$0.24,$52.93M,0.02,$52.5M,EPAY,"280,786.05",Information Technology,False,2011-10-28
13,2011-08-11,0.29,$0.25,$52.18M,0.04,$54.3M,EPAY,"280,786.05",Information Technology,False,2011-08-12
14,2011-04-28,0.26,$0.20,$45.38M,0.06,$48.8M,EPAY,"280,786.05",Information Technology,False,2011-04-29
4,2013-10-28,0.11,$0.10,$737.03M,0.01,$768M,AMKR,"278,508.15",Information Technology,False,2013-10-29
5,2013-07-29,0.14,$0.13,$755.6M,0.01,$746M,AMKR,"278,508.15",Information Technology,False,2013-07-30
6,2013-04-25,0.07,$0.05,$672.36M,0.02,$688M,AMKR,"278,508.15",Information Technology,False,2013-04-26
7,2013-02-13,0.13,$0.12,$704.24M,0.01,$723M,AMKR,"278,508.15",Information Technology,False,2013-02-14
8,2012-10-25,0.11,$0.16,$719.5M,-0.05,$695M,AMKR,"278,508.15",Information Technology,False,2012-10-26
9,2012-07-26,0.15,$0.13,$687.69M,0.02,$687M,AMKR,"278,508.15",Information Technology,False,2012-07-27
10,2012-04-26,0.06,$0.04,$639M,0.02,$655M,AMKR,"278,508.15",Information Technology,False,2012-04-27
11,2012-02-09,0.11,$0.07,$686.36M,0.04,$684M,AMKR,"278,508.15",Information Technology,False,2012-02-10
12,2012-02-09,0.11,$0.07,$686.36M,0.04,$684M,AMKR,"278,508.15",Information Technology,False,2012-02-10
13,2011-10-27,0.11,$0.16,$747.5M,-0.05,$740M,AMKR,"278,508.15",Information Technology,False,2011-10-28
14,2011-07-27,0.12,$0.09,$675M,0.03,$688M,AMKR,"278,508.15",Information Technology,False,2011-07-28
